test_cost,opt_cost,ls_cost
11.564743995666504,9.732242733240128,9.732243
1.2448835372924805,1.1543592363595963,1.4222095
0.7496869564056396,0.2106723019387573,0.74968696
5.286545753479004,5.286545604467392,5.2865458
6.5107502937316895,5.21136873960495,5.2113686
0.47711214423179626,0.46774805919267237,0.47711214
12.858450889587402,8.523768782615662,12.858451
1.107359766960144,1.0227352902293205,1.1073598
3.9292192459106445,3.0602486431598663,3.9292192
13.719136238098145,9.149026066064835,13.719136
1.7945382595062256,1.2614956945180893,1.7945383
1.1645755767822266,0.712864619679749,1.1645756
3.830230951309204,3.7915348783135414,3.830231
6.391998291015625,4.82725316286087,5.5719314
2.6752169132232666,2.675216943025589,4.149501
1.9372975826263428,1.9372975677251816,1.9372976
5.810195446014404,4.9038611352443695,5.8101954
1.442423939704895,1.3511544317007065,1.4424239
0.5281184315681458,0.528118409216404,0.52811843
0.6897063851356506,0.6559836631640792,0.6897064
5.908944606781006,5.8846996277570724,7.906251
2.3783693313598633,1.3982045967131853,2.3783693
2.176132917404175,2.1211239024996758,2.176133
4.451939582824707,3.9319398552179337,4.2277284
8.838008880615234,7.154272064566612,7.154272
3.5321857929229736,3.4159135296940804,3.5321858
2.3231313228607178,1.9817180819809437,2.3231313
6.286808490753174,6.286808580160141,6.2868085
4.525116443634033,2.2554726973176003,4.5251164
2.44114351272583,2.441143497824669,2.4411435
0.36993494629859924,0.36993494612397626,0.36993495
0.9969199299812317,0.996919933706522,0.99691993
1.1539162397384644,1.1539162173867226,3.3444874
0.7652327418327332,0.6041844747960567,0.76523274
3.8933165073394775,2.995108984410763,3.8933165
6.257740497589111,4.92063794285059,6.2577405
1.72782301902771,1.7278230041265488,1.727823
22.319320678710938,22.31932035088539,22.31932
6.901290416717529,5.013476133346558,6.9012904
6.5450639724731445,6.3561378717422485,6.3561378
1.4211618900299072,1.2989426897838712,1.4211619
4.449180603027344,4.441627323627472,4.4491806
0.7527799010276794,0.4280996040906757,0.7527799
0.786848783493042,0.7503856122493744,0.8413831
0.9829134941101074,0.8911590948700905,1.1040074
0.8172932267189026,0.8172932472079992,0.8172932
11.328047752380371,9.976630717515945,11.328048
8.455970764160156,8.180933326482773,8.455971
2.6850686073303223,2.4908685758709908,2.7996287
1.1581711769104004,1.1385187581181526,1.1581712
1.7780494689941406,1.6885983049869537,1.7780495
1.797723412513733,1.797723425552249,1.7977234
1.9615403413772583,1.9615403600037098,1.9615403
5.111913681030273,4.277839288115501,5.1119137
4.1664276123046875,3.7798550352454185,4.243209
1.1328994035720825,0.8489713836461306,1.1328994
6.635444641113281,6.635444730520248,6.6354446
9.701725006103516,8.559096783399582,9.701725
2.3452844619750977,2.294069677591324,2.3452845
0.1996796429157257,0.11153889741399325,0.19967964
2.098738193511963,2.090460065752268,2.0987382
0.0616331547498703,0.059399441175628453,0.061633155
4.796084880828857,4.450665295124054,4.8852334
0.8829218745231628,0.8136766534298658,0.8829219
10.529569625854492,10.325041502714157,10.52957
9.426253318786621,7.455194175243378,9.426253
2.5232226848602295,2.523222777992487,2.5232227
2.2473397254943848,1.9866231754422188,2.2473397
6.34467077255249,6.3446705639362335,6.344671
1.6206055879592896,1.6206055581569672,1.6206056
1.9813214540481567,1.981321468949318,1.9813215
0.5357837677001953,0.446342044044286,0.53578377
12.530977249145508,9.369066387414932,12.530977
8.247578620910645,7.618039518594742,8.247579
2.8196892738342285,2.464012920856476,2.6853151
6.205865859985352,4.24966362118721,6.205866
1.598121166229248,1.5754376351833344,1.5981212
4.591673374176025,4.051386073231697,4.5916734
0.6152405738830566,0.5996470032259822,0.6152406
3.976571798324585,3.97657173871994,6.1187406
1.4846190214157104,1.2750139124691486,1.484619
2.150209426879883,2.150209531188011,2.1502094
0.3166066110134125,0.13161474565276876,0.3166066
1.6228333711624146,1.231329508125782,1.6228334
0.4635833501815796,0.45329265209147707,0.46358335
2.318786144256592,2.0164514034986496,2.3187861
2.230985403060913,2.2309853434562683,2.2309854
1.7755749225616455,1.7755749747157097,1.7755749
0.8827287554740906,0.8827287619933486,2.5866468
1.2036986351013184,1.20369859226048,1.2036986
4.679662227630615,4.6796621503308415,4.679662
1.4424406290054321,1.3794534429907799,1.4424406
0.33076348900794983,0.3307635015808046,0.3307635
1.2619359493255615,1.15269123762846,1.261936
1.785370111465454,1.7853700891137123,1.7853701
2.140855550765991,2.1408554576337337,2.1408556
3.9434823989868164,3.661298707127571,4.700337
6.206869602203369,5.301359735429287,6.2068696
0.8682435750961304,0.8682435536757112,0.8682436
2.637289047241211,2.6372891664505005,2.637289
0.7736378908157349,0.7736378679983318,0.7736379
0.8848922848701477,0.5336944595910609,0.8848923
1.3147900104522705,1.1060325372964144,1.31479
8.389939308166504,7.878334015607834,8.389939
2.95517635345459,2.351812817156315,2.9551764
2.722430944442749,2.7224308475852013,2.722431
2.7087247371673584,2.7087246254086494,2.7087247
0.7497679591178894,0.7497679786756635,0.74976796
3.0687594413757324,2.5175248831510544,3.0687594
0.6097753643989563,0.3401020346209407,0.60977536
3.036022186279297,3.0360222235322,3.0360222
1.2103934288024902,1.2103934474289417,1.2103934
1.2720996141433716,1.2720996160060167,1.2720996
0.47393956780433655,0.47393957525491714,0.47393957
0.2999107837677002,0.2999107791110873,0.29991078
5.294240951538086,4.933105036616325,5.294241
1.6009749174118042,1.6009748838841915,1.8039477
1.6601214408874512,1.3322463650256395,1.6601214
1.3698115348815918,1.3698115684092045,1.3698115
1.0438086986541748,0.9718349017202854,1.0438087
4.345426559448242,4.345426417887211,4.3454266
1.3393306732177734,1.1117551736533642,1.3393307
3.345693349838257,3.345693428069353,3.8767543
1.633199691772461,1.6331996582448483,1.6331997
6.88911247253418,6.685097098350525,6.8891125
0.2065778374671936,0.20657783199567348,0.20657784
6.492471218109131,6.492471322417259,6.492471
1.9837349653244019,1.9837350100278854,1.983735
0.43438488245010376,0.4285830094013363,0.43438488
3.4002392292022705,3.4002393297851086,3.4002392
0.6904813647270203,0.6882815044373274,0.69048136
1.2640385627746582,0.947821332141757,1.2640386
3.065312385559082,2.5429574251174927,2.7167397
4.558392524719238,4.558392345905304,4.5583925
0.8120018243789673,0.7025134041905403,0.8120018
4.458630561828613,4.219815045595169,4.4586306
15.18895149230957,11.041743636131287,15.1889515
5.907666206359863,5.907665997743607,5.907666
0.6349020600318909,0.532546597532928,0.63490206
2.582298994064331,2.582298945635557,2.582299
2.159200429916382,2.159200483933091,2.1592004
2.2241947650909424,1.789169803261757,1.7891698
4.028409957885742,3.333309084177017,3.7909186
1.0435855388641357,0.925142589956522,1.0435855
2.576537609100342,2.576537638902664,2.5765376
4.394711017608643,4.394710898399353,4.394711
0.9596621990203857,0.9596622101962566,0.9596622
8.427803039550781,8.427803456783295,8.427803
6.594096660614014,6.594096839427948,7.885292
2.1481263637542725,1.8949659392237663,2.4427915
2.12995982170105,1.9232690930366516,2.1299598
3.666166067123413,3.067608743906021,4.3953433
5.997016906738281,5.095060840249062,6.2788157
1.0535573959350586,1.053557388484478,1.0535574
0.2388174831867218,0.23881747800623998,0.23881748
13.049980163574219,13.049980282783508,13.04998
11.203646659851074,11.203646302223206,11.203647
2.898615598678589,2.8986156433820724,2.8986156
0.6601244211196899,0.6601244127377868,0.81157494
